GEOID,ch_1mi,ch_range
12055,4.200843422,2117.800754
12057,22.26845892,1430.70727
12059,0,304.4034306
12061,1.831413573,2079.949046
12063,0.33885971,322.1863992
12065,1.063734417,573.0617033
12067,0,1365.360658
12069,5.327484099,1509.109543
12071,5.640298981,2024.752791
12073,15.35314514,411.433097
12075,0.286439396,1458.05864
12077,0,330.7196688
12079,0,806.8212534
12081,13.98559339,1456.268041
12083,1.135437661,1467.271333
12085,3.964511906,1990.949707
12086,61.77084436,1016.639849
12087,7.233453558,866.3172339
12089,3.253037476,1049.108929
12091,4.438027286,254.7761221
12093,2.668669342,2077.258393
12095,41.44005535,1579.607531
12097,23.05268021,1731.957252
12099,21.94541505,1583.106346
12101,6.487194495,1457.868024
12103,31.02204359,1322.748875
12105,4.526109659,1735.901195
12107,0.313577469,1443.600117
12109,5.457425316,1298.901633
12111,6.235521043,2054.125289
12113,0.89652369,221.3980522
12115,18.9495542,1732.356426
12117,21.01998307,1547.84287
12119,2.936923764,1486.650803
12121,0.250327388,1294.541996
12123,3.063245658,1232.636925
12125,0,1438.253435
12127,8.031134924,1456.5754
12129,1.127864861,469.9618627
12131,2.73899703,279.0277555
12133,0.324220929,296.1062804
13001,0,948.929835
13003,0,696.01119
13005,0,748.990754
13007,0,1226.560841
13009,2.351482073,1803.641374
13011,1.216296296,2219.418413
13013,1.371921667,1927.145054
13015,1.823842714,2069.901819
13017,0,1709.250044
13019,0,767.3749349
13021,6.387626939,1659.499418
13023,0.652913753,1774.938073
13025,0,696.7088882
13027,0.751029071,592.9375482
13029,2.203100128,583.4610266
13031,2.268042564,862.8699674
13033,0,2059.01644
13035,0,1788.221314
13037,0,1407.038248
13039,2.657653818,984.2583024
13043,1.326103009,1765.435573
13045,2.795369528,1718.590663
13047,1.568523839,2176.274185
13049,0,995.0527931
13051,12.58377899,521.3586444
13053,9.080324737,1579.014327
13055,0,2164.597478
13057,7.594558279,1960.558886
13059,13.71759405,1989.727881
13061,0,1467.205732
13063,28.6494123,1772.58705
13065,0.32521059,705.7645909
13067,34.59051507,1902.917935
13069,0,803.7271651
13071,0,687.7127005
13073,5.080275125,2115.863338
13075,0,659.1863275
13077,5.346285973,1703.821735
13079,0,1679.579033
13081,2.913145853,1699.240259
13083,1.460174257,2098.219613
13085,1.180401155,1996.6913
13087,0,400.8421884
13089,81.17564979,1893.634495
13091,0,1771.620893
13093,0,1679.605188
13095,3.931214485,1340.833533
13097,8.356196963,1824.165742
13099,0,988.0611666
13101,0,863.8040061
13103,0.33527739,586.814672
13105,0.944687957,2258.284857
13107,0,1893.418513
13109,0,773.7283291
13111,0.757374889,2232.688956
13113,8.3590062,1739.45703
13115,2.273268238,2118.766495
13117,8.24551045,1933.967072
13119,0.705800565,2207.951684
13121,141.2431344,1873.514791
13123,0.623313755,2236.674982
13125,0,2166.41756
13127,13.68740589,605.6603614
13129,0.579835861,2222.509904
13131,0,528.8366339
13133,1.263308625,2070.451539
13135,18.27786497,1898.299385
13137,2.544796921,2196.055438
13139,5.323172851,1945.629328
13141,0,1944.884588
13143,0.72257498,1816.919042
13145,0.18015342,1648.358951
13147,0.155729187,2194.98268
13149,0,1651.293424
13151,5.208779359,1787.486061
13153,4.421801863,1637.088561
13155,0,1643.567651
13157,1.16322534,2028.446493
13159,0,1904.513713
13161,0,1653.962491
13163,0,2015.568339
13165,0,2013.658814
13167,0,1886.593393
13169,1.160645657,1814.803682
13171,0,1718.344536
13173,0,650.5960699
13175,1.952514556,1835.973209
13177,2.964116361,1605.213082
13179,1.617547027,596.696723
13181,0,2273.266364
13183,0,624.7311811
13185,5.065392147,571.1815332
13187,2.346117725,2024.097822
13189,1.492384601,2181.781676
13191,0.635788141,598.3784905
13193,0,1611.583581
13195,0,2198.269342
13197,0,1597.702012
13199,0,1673.707448
13201,0,776.149869
13205,0,893.2838891
13207,2.007138955,1762.1442
13209,0,1882.289999
13211,0.893691589,1980.530427
13213,0,2225.010254
13215,12.60943209,1535.510603
13217,2.088705786,1882.750271
13219,4.409526968,1998.263918
13221,0,2217.381383
13223,1.468499149,1907.585575
13225,1.2184932,1635.033998
13227,0,2101.350166
13229,0.472693422,681.8082851
13231,0,1713.469593
13233,0.458900381,2017.244846
13235,0,1725.173804
13237,0.314434402,1916.084497
13239,0,1556.681223
13241,3.09330328,2197.22706
13243,0,1550.974593
13245,5.674504644,2081.617411
13247,3.214874383,1900.560169
13249,0,1636.408054
13251,0,1428.672891
13253,0,391.7129472
13255,1.318383477,1708.43938
13257,1.292087607,2199.856906
13259,0,1572.186162
13261,1.451739921,1563.801676
13263,0,1658.217454
13265,0,2206.428571
13267,0.556553245,1010.96936
13269,0,1623.509353
13271,0,1817.603869
13273,0,1521.547955
13275,0.620406331,553.2366371
13277,6,1210.608721
13279,1.176346161,1730.013656
13281,0.536267457,2217.015997
13283,0,1921.394578
13285,1.93408945,1619.159426
13287,0,1787.104672
13289,0,1797.45662
13291,0.679153298,2121.243885
13293,0,1671.888754
13295,2.81770368,2170.345413
13297,2.114349728,1926.938253
13299,0,613.189481
13301,0,2178.408062
13303,0,1877.435125
13305,0.576454488,632.2996095
13307,0,1594.272903
13309,0,1880.033684
13311,3.222982444,2189.303885
13313,1.210771979,2189.071224
13315,0,1789.07275
13317,0,2316.683372
13319,0,1815.028955
13321,0,1632.953701
15001,6.785070772,154.7300521
15003,49.15677944,319.7808105
15005,0,356
15007,4.996219544,246.570682
15009,13.85825978,337.1230371
16001,16.71777504,87.52689292
16003,0,150.3302381
16005,2.387424777,674.2538217
16007,0,857.3774364
16009,0,234.4721049
16011,0.028326774,352.2546382
16013,2.629504158,102.7726693
16015,0,99.05927869
16017,0.811493018,180.5197592
16019,5.544780713,172.7962555
16021,0.729104969,145.8775913
16023,0,165.2585478
16025,0,99
16027,3.404863996,87.06337934
16029,0,857.5091064
16031,1.334465551,821.7208873
16033,0,115
16035,0,203.8742988
16037,0,132.5509182
16039,0.569278556,89.63694856
16041,0,851.2342749
16043,0.033407063,121.4399359
16045,0,96.98334365
16047,0,134.3954843
16049,0.181636485,226.7068015
16051,0,152.1689924
16053,0.190911357,208.3672842
16055,3.451006952,217.0414471
16057,1.375511835,245.9974783
16059,0.115146929,129.7668054
16061,0,211.4093506
16063,0,188.4185698
16065,0,123.2420138
16067,1.329154057,750.6229524
16069,0.991820698,217.3268756
16071,0,850.6290359
16073,0,91.92340498
16075,0.552161991,113.5750264
16077,0,816.7372626
16079,0.365905512,181.088189
16081,0.470788043,139.3331352
16083,1.908106917,199.7090884
16085,0,132.7264772
16087,0,133.1040679
17001,3.601370489,575.6688747
17003,0.222924638,612.5609716
17005,0,427.2937046
17007,0.619556039,1593.767005
17009,0,538.8671011
17011,0.338341748,1448.326632
17013,0,439.0874111
17015,0.262605917,1461.398736
17017,0,620.3489127
17019,13.07736446,1344.920874
17021,0,691.3082098
17023,0,977.8955903
17025,0,606.0251192
17027,0.141202163,397.8182109
17029,1.140840106,959.7856262
17031,57.23437161,1588.637951
17033,0,720.5499389
17035,0.132196162,751.8248818
17037,6.001501128,1549.96926
17039,0,1380.39882
17041,0.188072221,1314.173137
17043,25.5763835,1546.810739
17045,0,1415.434576
17047,0,811.9542839
17049,2.14526661,580.8389505
17051,0,519.452003
17053,0,1405.573926
17055,0,463.9692411
17057,0.431782767,1262.202285
17059,0,787.3054385
17061,0,446.8725747
17063,0,1583.513662
17065,0,780.8733898
17067,0.152861953,642.2427609
17069,0.134190231,741.1025707
17071,0,971.2621345
17073,0.309879263,1422.945077
17075,0.112803878,1439.543828
17077,0.60263922,325.6442791
17079,0,650.7261967
17081,1.428866416,413.7992535
17083,0.636618295,417.6705088
17085,2.790377526,1466.471604
17087,0,666.2346865
17089,13.12665207,1529.166086
17091,3.081401696,1576.552454
17093,4.533817201,1555.056708
17095,1.29775034,1416.496024
17097,10.32024691,1585.313315
17099,0.697985284,1479.460219
17101,0,676.4981049
17103,0.60259034,1470.303503
17105,0.478339905,1539.999525
17107,0.673988479,1315.24214
17109,1.272561198,754.4739097
17111,3.918985587,1564.706734
17113,27.7974896,1401.906845
17115,1.126050741,1203.894047
17117,0.11272462,419.6787569
17119,4.750683616,382.6840278
17121,0.620509541,440.678126
17123,0,1498.70429
17125,0,1253.116195
17127,0.109465138,657.4746813
17129,0,1051.115977
17131,0,1422.549184
17133,0,384.9340088
17135,0,455.9735646
17137,0,474.2078972
17139,0,1144.630144
17141,0.6868663,1509.948379
17143,6.840456957,1383.67658
17145,0,373.2742272
17147,0.4762369,1366.895869
17149,0.278530602,499.8782352
17151,0,751.3330141
17153,0,628.5271518
17155,0,1458.283392
17157,0,353.6867044
17159,0,617.0941507
17161,6.098850848,1367.472959
17163,3.854406438,375.6345899
17165,0,726.6880556
17167,5.530227645,603.0182892
17169,0,684.0040597
17171,0,486.6130068
17173,0,785.3887527
17175,0,1516.704803
17177,0,1448.148558
17179,2.144321029,1346.095334
17181,0.079149088,580.4509478
17183,0,1329.501708
17185,0,834.4250219
17187,0.668688534,1404.440316
17189,0,406.3732369
17191,0,635.2459991
17193,0,844.5878792
17195,0,1427.417088
17197,8.529980977,1600.279213
17199,0.014537794,514.3902793
17201,3.701916195,1508.841293
17203,0.031166403,1515.187102
18001,0,1890.700203
18003,6.919365147,2143.562348
18005,1.553842459,952.0173631
18007,0,1453.923404
18009,0,2034.029851
18011,2.010930841,1493.166654
18013,0.386470549,867.664944
18015,0.047474798,1707.451209
18017,0.684045909,1763.280171
18019,13.05416063,804.3790052
18021,0,1158.319355
18023,0.568974088,1614.40732
18025,0,953.3285768
18027,0,713.6985606
18029,0.360336209,1080.255221
18031,0.506713807,1107.086245
18033,0.084527585,2333.792883
18035,0,1499.705821
18037,1.895636432,921.0389571
18039,1.384333086,1936.042026
18041,0,1184.821744
18043,8.439733433,857.79802
18045,0.277163345,1553.714511
18047,0,1141.558769
18049,0,1945.839603
18051,0.112129572,939.5873454
18053,0.490348952,2011.613322
18055,0,780.9491204
18057,11.84137931,1539.579401
18059,2.010911844,1265.412666
18061,0.30489991,936.7315506
18063,3.938809156,1209.320624
18065,0.544042527,1268.959363
18067,0.751472977,1824.086087
18069,0.336441914,2283.994526
18071,0,833.1311342
18073,0.057727395,1580.845153
18075,0,1697.343238
18077,0.487487176,1017.494358
18079,0,1035.71808
18081,2.320561262,974.4686451
18083,1.141367795,759.4476421
18085,1.027123655,2131.345874
18087,0.107190733,2152.520626
18089,4.381114154,1630.749339
18091,1.824786869,1737.509907
18093,0.111981911,680.1226071
18095,0.46631296,1590.382288
18097,9.962372707,1009.358288
18099,0.869129834,1862.383589
18101,0,765.723965
18103,0.270597467,2007.399255
18105,5.836598379,727.4241233
18107,1.129338034,1543.423215
18109,0.813760853,879.6242141
18111,0.147628925,1572.139046
18113,0.446767422,2345.499769
18115,0,1080.544652
18117,0.37039689,874.6178396
18119,0.678718711,848.7811931
18121,0,1500.511826
18123,0.048975957,923.9342098
18125,0,1012.66726
18127,4.364581489,1674.884572
18129,0,867.13854
18131,0,1759.247717
18133,0,1331.908549
18135,0,1399.908237
18137,0,1075.563306
18139,1.274350649,1193.484127
18141,10.46558083,1792.174279
18143,0,849.9991591
18145,1.056352252,1127.869342
18147,0.949960715,921.0244058
18149,0.055053053,1742.779788
18151,3.040877685,2291.868925
18153,0,853.7620962
18155,0.376153631,1066.859327
18157,12.00479043,1556.045421
18159,0,1954.578857
18161,0.133193277,1174.105882
18163,5.528245974,825.7990724
18165,0.112495964,1532.030481
18167,1.693369368,1064.949667
18169,2.675427912,2210.020162
18171,0.15001825,1556.964229
18173,1.714732941,889.5616535
18175,0,783.0375778
18177,0.593387331,1189.679718
18179,0.474223492,2127.998286
18181,0.580515664,1691.848736
18183,0.079235376,2339.212307
19001,0,1406.056328
19003,0,1451.252133
19005,0.180437468,1042.6703
19007,1.075028085,1446.490852
19009,0,673.6485166
19011,0,549.7922764
19013,5.379605957,540.5467746
19015,0.51355142,491.3769379
19017,0.543064877,861.3393656
19019,0,615.4204626
19021,0,401.5215038
19023,0,830.1774883
19025,0,468.0897887
19027,0.680794045,442.114938
19029,0,1286.359045
19031,0,1109.092612
19033,2.15094207,759.8365204
19035,0,359.8264338
19037,0,921.0928154
19039,0,1496.843547
19041,0,665.8470071
19043,0.544873624,1003.705882
19045,0.181495271,1449.795738
19047,0,395.7876221
19049,8.975845517,532.5106284
19051,0,1256.10538
19053,0.298305513,1485.559054
19055,1.286081721,821.8891097
19057,5.452698397,669.3227114
19059,0,697.4835458
19061,6.608438879,1376.279176
19063,0.706071658,717.5902167
19065,0.173178943,857.4939808
19067,1.119837078,861.1238465
19069,0,790.0047567
19071,0,1374.388542
19073,1.806455228,487.0611902
19075,0,549.8275159
19077,0,683.2784526
19079,0,517.5178799
19081,0,792.869549
19083,0,622.5880407
19085,0,396.6784163
19087,1.889335814,523.8775705
19089,0,932.7756766
19091,0,781.5740702
19093,0.368988633,356.5122413
19095,0.593190963,522.9569174
19097,1.395854869,1483.347685
19099,0.553521279,465.0696695
19101,1.904974384,437.6162067
19103,22.94936314,592.2267486
19105,0,1035.125589
19107,0,449.6598445
19109,0,775.1238563
19111,1.334030519,596.5820715
19113,8.713068648,547.3436199
19115,0,774.0194157
19117,0,1447.120383
19119,0.276440678,257.2550847
19121,0.329142928,1273.477211
19123,0.627130777,468.6632365
19125,0.355014612,625.9642997
19127,1.390588886,439.410612
19129,0,1351.652599
19131,0.58906309,852.6295807
19133,0,359.7530836
19135,0.51952068,1251.831465
19137,0,1368.109724
19139,1.210453598,958.2684355
19141,0.405044941,431.2942882
19143,0,655.0425532
19145,0.404011838,1375.872739
19147,0.511128509,723.0766134
19149,0.400302295,315.40603
19151,0,682.2788104
19153,16.08035961,434.6607563
19155,14.124425,861.0684546
19157,0.500734055,422.4926323
19159,0,1488.028444
19161,0.096282566,393.150242
19163,11.29869664,1379.857539
19165,0.162681913,469.4064449
19167,0.44269341,303.4401146
19169,6.137507062,452.0605208
19171,0,457.2398302
19173,0,1442.940584
19175,0,1467.423718
19177,0,782.3146115
19179,0,562.1649764
19181,1.205477028,824.4252855
19183,0,526.5455656
19185,0,1487.160598
19187,2.106690877,481.0228073
19189,0,763.4226656
19191,0.902538576,957.2374813
19193,5.875563606,297.4923992
19195,0.516976556,773.7476421
19197,0,796.9600601
20001,0.228825082,1428.772934
20003,0,1434.238416
20005,0,1408.044911
20007,0,284.1566882
20009,0.615437445,115.0365905
20011,0.680170576,1441.381388
20013,0,1384.864752
20015,0.660920915,1262.605307
20017,0,1343.140553
20019,0,1480.031707
20021,0.378628166,1393.443523
20023,0,871.0337249
20025,0,174.440678
20027,0,1291.008966
20029,0,1183.201789
20031,0.327451935,1419.632514
20033,0,212.4360432
20035,0.384497008,649.8086634
20037,2.349693883,1430.932474
20039,0,59.35385704
20041,0,1266.696035
20043,4.62289916,1404.4677
20045,6.590318539,1370.650564
20047,0,107.3430191
20049,0,1530.960032
20051,2.395136884,97.63109194
20053,0,217.9723122
20055,0.761241118,35.12529149
20057,0.889940091,76.49875437
20059,0,1368.838864
20061,0,1310.199135
20063,0,61.88981132
20065,0,81.91923701
20067,0,43
20069,0,75.72259136
20071,0,213.6782007
20073,0,1461.669052
20075,0,108.3189655
20077,0,305.6685434
20079,0.644246965,1036.133357
20081,0,50.38897243
20083,0,76.2724359
20085,0,1343.519737
20087,0,1375.129651
20089,0,308.0280308
20091,115.9543856,1292.971568
20093,0,40.74734662
20095,0,305.1756587
20097,0.670962545,162.2517116
20099,0,1460.250125
20101,0,80.50886408
20103,2.649504902,1386.780243
20105,0,267.4533687
20107,0,1439.21183
20109,0,59.71064898
20111,1.530192256,1333.395042
20113,0.591273593,886.1449732
20115,0,1265.337632
20117,0,1317.256152
20119,0,81.86966019
20121,0,1367.036455
20123,0,332.4515116
20125,0.337018123,1473.608738
20127,0,1332.574851
20129,0,66.37612952
20131,0.341873578,1374.85874
20133,0,1434.114505
20135,0,90.51268499
20137,0,83.42854505
20139,0,1362.725828
20141,0,180.1722954
20143,0,1222.248442
20145,0,93
20147,0,136.040589
20149,0.807503202,1317.42379
20151,0,196.6460746
20153,0,54.49919679
20155,4.067621474,156.1807084
20157,0,1087.586716
20159,0,146.2745489
20161,4.477862245,1311.542311
20163,0,140.7691073
20165,0,102.9234677
20167,0,151.0039153
20169,2.151459988,1074.386492
20171,0,53.85591662
20173,5.582453785,447.3360955
20175,0.869098712,45.17117158
20177,9.025246344,1327.010536
20179,0,66
20181,0.640413279,525.4718835
20183,0,222.4254313
20185,0,150.3958788
20187,0,60
20189,0,44.68261186
20191,0,438.464672
20193,1.378420237,52.28910687
20195,0,99.38543897
20197,0,1345.846154
20199,0,561.2804801
20201,0,1294.080015
20203,0,65.7907197
20205,0,1502.537674
20207,0,1438.617581
20209,103.824403,1351.002025
21001,0,980.5189507
21003,0,837.5196297
21005,0.105491585,1162.29411
21007,0,651.821582
21009,0.487121247,898.6897969
21011,0,1120.551888
21013,0,1063.470484
21015,5.7928729,1062.908037
21017,0,1147.055606
21019,0.683959376,983.5794008
21021,2.356530409,1012.568328
21023,0,1060.651902
21025,0,953.7201219
21027,0,896.6050387
21029,1.922344015,931.2846851
21031,0,815.7399655
21033,0.628046376,723.3820491
21035,1.253160986,587.7352209
21037,21.9813798,1085.641163
21039,0,648.3822288
21041,0,1051.322608
21043,0.235542705,1030.808496
21045,0,1032.853958
21047,1.364460613,634.1632153
21049,0.766762558,1111.621625
21051,0,898.9853307
21053,0,1049.519312
21055,0.444407159,738.6815436
21057,0,1003.820721
21059,0,773.0920684
21061,0,911.3653137
21063,0,1119.296877
21065,0,1049.204483
21067,9.983668529,999.5710273
21069,0,1103.119085
21071,0.125601848,1014.249756
21073,3.587281255,1024.328453
21075,0,624.9472296
21077,0,1066.977854
21079,0.078386692,1043.044662
21081,0.409646712,1068.935994
21083,0.425912458,653.9102761
21085,0,896.6933455
21087,0,977.0410909
21089,0.283039679,993.3200317
21091,0,896.1878144
21093,2.123984055,940.3977761
21095,0.389668149,965.0350097
21097,0,1098.910249
21099,0,949.6929326
21101,0.11363337,853.6344896
21103,0,1045.145947
21105,0,657.2282
21107,0,655.2232928
21109,0,977.3067026
21111,19.86137381,822.2240106
21113,0.237377515,960.5209814
21115,0,1174.760824
21117,15.66559993,1071.443951
21119,0,914.419254
21121,0.455126566,1096.122859
21123,0.147802929,1009.497792
21125,1.651201531,1051.716812
21127,0,1127.498013
21129,0.156743792,1030.285835
21131,0,960.4735641
21133,0,1028.010075
21135,0,1038.917422
21137,0.404932021,1052.441963
21139,0.207152202,756.8312255
21141,0,774.4313283
21143,1.093727206,761.022125
