"GEOID","mean_EV_range"
26009,242.594028479559
26011,242.452671434581
26013,250.654491609082
26015,239.904706294523
26017,234.90910459747
26019,240.200569301511
26021,233.705794351602
26023,241.91853157572
26025,235.753837194792
26027,241.590923720631
26029,240.691285081241
26031,242.637704453059
26033,242.799132164166
26035,242.617993273543
26037,238.177284087753
26039,241.766103721417
26041,242.650203708323
26043,244.476111168939
26045,237.125303300829
26047,238.698976209767
26049,231.630302233903
26051,242.799712849964
26053,246.924216700108
26055,234.927166424946
26057,242.277210884354
26059,241.208577555397
26061,239.500275431509
26063,241.702902519168
26065,230.399264800722
26067,239.295289971163
26069,241.94358974359
26071,247.849106551952
26073,239.913325823338
26075,236.53095914182
26077,231.676873165456
26079,244.870919367863
26081,228.395459024298
26083,251.187912087912
26085,244.776811594203
26087,236.266621997732
26089,241.611930665683
26091,237.314883697862
26093,232.079086357089
26095,250.994881059922
26097,246.12506219937
26099,226.050666450921
26101,242.439976345358
26103,239.594591138674
26105,241.429456958268
26107,242.649808927555
26109,245.606356693621
26111,235.823717288275
26113,243.786071670047
26115,235.936809960066
26117,239.874431357886
26119,248.509168364512
26121,234.428255734207
26123,240.481860024367
26125,226.996981746754
26127,243.342110091743
26129,243.802247701215
26131,246.57045751634
26133,244.363386173492
26135,244.318831822759
26137,244.094922071393
26139,231.98468981218
26141,248.734313428312
26143,240.979253960143
26145,233.300011066436
26147,232.89418497465
26149,240.165407066052
26151,239.524395019187
26153,249.361883408072
26155,239.461792395158
26157,239.824277043913
26159,238.450297321476
26161,229.478736535009
26163,225.213359887688
26165,240.629903453075
27000,238.03488372093
27001,241.559712907401
27003,229.710285224884
27005,238.70853611433
27007,238.505250614434
27009,235.288572698977
27011,244.533406957482
27013,234.787710787711
27015,238.856050468362
27017,238.818376596621
27019,234.71333364622
27021,239.455720594139
27023,243.738048262255
27025,236.76864144102
27027,236.020351105332
27029,245.738714816782
27031,242.002428363283
27033,241.126293685316
27035,235.301889714994
27037,229.155753593636
27039,239.878238607271
27041,239.391433229584
27043,241.760872337712
27045,240.941634634837
27047,238.53708999159
27049,238.109289272876
27051,246.629545967924
27053,224.816194523935
27055,240.026830631638
27057,240.229595352959
27059,236.504678684464
27061,241.20288326301
27063,244.828058727569
27065,239.993664833851
27067,236.089238294899
27069,246.972955974843
27071,245.531882514077
27073,244.928899584336
27075,242.005161480608
27077,250.449596774194
27079,240.431396888448
27081,246.912116240919
27083,239.340076771449
27085,237.480278071634
27087,244.700105226236
27089,248.554427721386
27091,241.504370629371
27093,239.496642989199
27095,237.250355871886
27097,239.588345571005
27099,235.847041198502
27101,244.044131281291
27103,237.637934042924
27105,238.139023136247
27107,245.64028466681
27109,231.031037901319
27111,238.929598831329
27113,240.971346270467
